,cid,votes,time,含lol,含lol中文翻译
11402,UgyLYxtwShAVokrYEAh4AaABAg.9EfGUqHKVVU9EiJUKCl0cp,0,2 years ago,uncle's ears? you are talking about her grandma lol lol,大爷的耳朵？你说的是她奶奶吧lol
8539,Ugxs9u8V92LNzxJxqxN4AaABAg,0,2 years ago,love you ziqi!! amazing! could you mail the snacks to me? lol,爱你ziqi！惊人的！你能把小吃邮寄给我吗？哈哈
11038,UgzZw-Lc0gtt2N4lKx14AaABAg,0,2 years ago,lol even a cute little lamb is following her,大声笑，即使是一个可爱的小羔羊正在跟随她
10669,Ugx8aMaRDZbHfA0PtMx4AaABAg,0,2 years ago,5:59 lol๐๐,5:59大声笑
10335,Ugyfxx26nJZEpPnB92l4AaABAg,0,2 years ago,lol this isnโ€t creepy at all,大声笑这一点都不令人毛骨悚然
9858,UgxCb5tPC-Xukp-7u814AaABAg,0,2 years ago,sound digimon andenture01 year2000 lol,声音digimon andenture01 year2000大声笑
9285,UgzVYdCy5E0nygGLKsF4AaABAg,0,2 years ago,"ok but i did not expect those fruits to be that big lol 8:53

literally watermelons dropping on your head if the wind blows","好的，但是我没想到那些水果会那么大，哈哈8:53

从字面上说，西瓜掉在你的头上"
9114,UgwOEzZIUZ7mU32imhJ4AaABAg,0,2 years ago,are cute lollipops,是可爱的棒棒糖
8548,UgzUBw6ORQfOBsfLFe94AaABAg.9IRaxfrKPzL9IS77PVnVo-,0,2 years ago,it's too clear that you are a lame chinese lol,很明显你是la脚的中国人哈哈
8415,Ugz3KLR26utP6EQAe714AaABAg,0,2 years ago,"is this chinese food?
lol","这是中国食品吗？
哈哈"
6746,UgxnR3c648sBETRwsF14AaABAg,0,2 years ago,hope that sweet baby lamb is not gunna be slaughtered. 'm just an animal person lol,希望那甜蜜的羔羊不是被屠杀。
7840,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVQWl3gHcG,0,2 years ago,"@kaahzvi5820 what's the matter? can't you defend your ultra chinese nationalistic views without trashing another country. pointing out that tove jansson's moomins are intended for children isn't racist, lol",@kaahzvi5820怎么了？您不能在不浪费另一个国家的情况下捍卫您的超中国民族主义观点。指出托夫·詹森（Tove Jansson）的摩天素旨在为孩子而不是种族主义者，哈哈
7823,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JSzMoZXIIG,0,2 years ago,"@shinkurosetta2157 so your family lives in a shit hole boo hoo; china has beautiful countryside, you just happen to be in a shitty one. cry me a river lol",@shinkurosetta2157，所以您的家人住在一个​​狗屎孔中；中国有美丽的乡村，您恰好是一个卑鄙的乡村。哭我一条河哈哈
7820,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JSwuMndwL1,0,2 years ago,"@shinkurosetta2157 you never been to china you were just a tourist in china ""believeeee me dude"" lol",@shinkurosetta2157你从未去过中国
7816,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JSWwZzjRxP,0,2 years ago,"@shinkurosetta2157 ""i been there just believeeee me dude"" lol",@shinkurosetta2157“我去过那里只是相信我的家伙”大声笑
7540,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9LsdufhSHC2,0,2 years ago,because it most definitely is fake lol,因为它绝对是假的大声笑
7262,UgyPjiaIWsBEOP2FH614AaABAg,0,2 years ago,"how can do youtube
they must banned by google lol","YouTube如何
他们必须被Google禁止"
6820,UgyigHyMeT9Gly-qVN94AaABAg,0,2 years ago,what is this lady some kind of superhero?? lol crazy,这位女士是什么超级英雄？大声笑疯狂
20322,UgxM1L4nKWzTN5iEIkl4AaABAg,0,3 years ago,"this is like a dreamland every one wants to be apart of but most of you are just ignorant fools. all her talents take time to possess just like any job, all her knowledge just didnโ€t magically come. the area she lives in is obviously abundant in nutrients and 99% of you donโ€t live in an area like that. so itโ€s cute that all of you go โ€ i wish i wishโ€ but get over it. lol",这就像一个梦境，每个人都想分开，但你们中的大多数人只是无知的傻瓜。她所有的才能都像任何工作一样需要花时间才能拥有，她所有的知识都没有神奇地来。她所居住的地区显然在营养中很丰富，你们中有99％的人不住在这样的地区。因此，你们所有人都“我希望我希望”，但要克服它很可爱。哈哈
20804,UgyaX8yB220ViBf9PXp4AaABAg,0,3 years ago,lol her channel gives me less anxiety,大声笑她的频道给我减少了焦虑
32924,UgydSim5LnFSusW8o354AaABAg,0,4 years ago,lol baby animals following you around...you really are irl disney princess. :d,大声笑的婴儿动物跟随你……你真的是迪斯尼公主。 ：d
29196,Ugxi29gKC9I-PGDhOWx4AaABAg,0,3 years ago,doesn't the puppy feel hot on his feet? lol... 10:02,小狗不会在脚上感到很热吗？大声笑... 10:02
30436,UgwRbHgR7b4BCblo5Dp4AaABAg,0,3 years ago,wish the white balance was fixed lol,希望白平衡是固定的
30181,UgylMNewuTghbAVGcud4AaABAg,0,3 years ago,this woman lives in the garden of eden hahahah! she has everything ....everything she needs to eat.she doesn't need money at all.everything is around her lol! my eyes are rolling like a flashflood looking at her picking at anything she needs hahaha,这个女人住在伊甸园的花园里！她拥有一切……她需要吃的一切。她根本不需要钱。一切都在她的大声笑！我的眼睛像闪水一样滚动，看着她挑选她需要的任何东西哈哈哈
29974,Ugz8gxLh3fqKR7ytHsh4AaABAg,0,3 years ago,i feel ashamed of my family's farm lol.,我为家人的农场大声笑感到羞耻。
29804,UgxzNNQUDz4dGZ9W_kJ4AaABAg,0,3 years ago,5:57 lol =)))) so cute =))),5:57 lol =））））如此可爱=））））
29384,UgyfoayWu9dpZwUJ9A54AaABAg.8xnRaxHFWMJ8yW7Qa1GM2S,0,3 years ago,@talileradiengr1123 why not lol,@talileradiengr1123为什么不大声笑
29364,UgyfoayWu9dpZwUJ9A54AaABAg,0,3 years ago,marry me lol,嫁给我大声笑
29277,UgyhKi0Kb1EXwTDOiz94AaABAg,0,3 years ago,"lol this is incredibly choreographed. by the way, we have the same chestnuts here in the states.",大声笑这是令人难以置信的编排。顺便说一句，我们在美国有相同的栗子。
29153,Ugx_DIsfJiCOKlLSO694AaABAg,0,3 years ago,don't tell me she made those marshmallows.. i will crawl under my bed in shame. lol i love this channel.,不要告诉我她做了那些棉花糖。.我会羞耻地在床下爬行。大声笑我喜欢这个频道。
30534,UgyySwGmDvOFkuceh9F4AaABAg.8wygo0jMHYk8xUfnhrI74l,0,3 years ago,odee lol not really,odee大声笑不是真的
28947,Ugzu6Vbr-x9FcChXogJ4AaABAg.8yCZ71tLbQM8yHFkmjyFJ4,0,3 years ago,i'm glad i'm not the only one to notice the music lol,我很高兴我不是唯一一个注意到音乐的人
28332,UgxLeCpW3wsKH9LYS294AaABAg,0,3 years ago,the oven looks like a puppy~lol<,烤箱看起来像小狗〜LOL <
498,Ugyn24A5Snu7IJMSlNZ4AaABAg,0,4 months ago,did she kill the lamb lol,她杀死了羔羊大声笑吗
28065,Ugz6zgO39z9T8aUaW3x4AaABAg.8yqxclxCKXT8yvEzPp-1E4,0,3 years ago,mohd nabil lol,Mohd Nabil哈哈
28014,UgxJttPSGb04Kx_cw2h4AaABAg,0,3 years ago,"imagine a channel on television that reported like the news, but instead of mindless propaganda, it would report on what is currently blooming, or fruiting, and educational shows like this one teaching you the many ways of creating with nature, making food, planting back, soil enrichment, and many other cool things. that would get me to start watching tv again...lol just for a little, there is much to do outside.",想象电视上的一个频道像新闻一样报道，但它不是毫无意义的宣传，而是报告目前正在开花或结实的东西，以及像这样的教育表演，教您多种与大自然创造的方法，土壤富集以及许多其他很酷的东西。那会让我再次开始看电视...大声笑只是一点点，外面有很多事情要做。
27838,UgyddGytgXkD_8mUeCp4AaABAg,0,3 years ago,"she has to be a disney princess, look at all the small animals that follow her lol. so adorable",她必须是迪士尼公主，看看她大声笑的所有小动物。好可爱
27837,UgySboFwN0ioVJ57Oz94AaABAg,0,3 years ago,that is some way to make popcorn. lol,那是制作爆米花的某种方式。哈哈
30516,UgyySwGmDvOFkuceh9F4AaABAg.8wygo0jMHYk8xFbABAwHBR,0,3 years ago,hongwei geng lol imagine thinking running a red light is nbd. chinese people smh my head,Hongwei geng哈哈，想象一下跑红灯是NBD。中国人SMH我的头
30620,UgzvobX634kl61oOTpZ4AaABAg,0,3 years ago,at 6.2 i feel lol,在6.2我感到大声笑
27384,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95fKo6zlEd5,0,3 years ago,"็พๅธ็็ธ็ธ 

well how would i know that! ....lol


the thing is with many chinese people you take everything way to seriously, you really do need to chill out, relax more.

if it was her boyfriend who write in english, then maybe he will translate the comments for her.

itโ€s no big deal!","美帝的

好吧，我怎么知道！ ....哈哈


事情是与许多中国人一起以认真对待的一切方式，您确实需要放松，放松更多。

如果是她的男朋友用英语写的，那么也许他会为她翻译评论。

没什么大不了的！"
31815,UgxoxURv-UDr5h7iXjd4AaABAg,0,4 years ago,wow i wanna be her so if iโ€m stuck on an island i can live my whole life lol,哇，我想成为她，所以如果我被困在一个岛上
32839,UgzjELPl50hqDVEpLh94AaABAg,0,4 years ago (edited),all i want to see.. is for her to give those puppies some attention. lol they're too adorable,我只想看到..让她给那些小狗一些关注。大声笑他们太可爱了
32376,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM8xb0yJsvJge,0,3 years ago,"but id bring my chaotic friends with me so we'll die together๐
lol jk","但是id带我和我在一起的朋友，所以我们会一起死
大声笑JK"
32365,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM8wAgUrOElrf,0,4 years ago,cinnamonsanimations ye yes. magical lol,是的，是的。神奇的哈哈
32364,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM8wAMliyGkHt,0,4 years ago,แ‘ซแฏ แ‘igแ•ผtแ‘•oแ–e she will make them lol,她会让他们大声笑
32202,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx8yoh5B4Qnjc,0,3 years ago,@zhangruitheygfam lol this comment got 5k whaaat?? i literally forgot bout it then suddenly your comment reminded me of it haha,@zhangruitheygfam大声笑这个评论有5k whaaat？我从字面上忘记了它，然后突然你的评论让我想起了哈哈
32071,UgykuUe-XHbXqGNAdmR4AaABAg,0,4 years ago,so funny .. u cover grandma ears and let go and grab your owns.. lol ๐ and grandma ๐‘ต seems fine,真有趣..你遮住了奶奶的耳朵，放开自己抓住自己的东西..大声笑
31870,Ugz1oT_aDiLZ8ByCGNh4AaABAg,0,4 years ago,who the fuck is filming this looks to professional lol,谁他妈的正在拍摄这个外观专业大声笑
31758,Ugy9VU8zLZ-kucCCCWZ4AaABAg,0,4 years ago,i love that little old lady lol,我爱那个小夫人大声笑
30863,UgzUuTQk8yuJ8cB7z514AaABAg.8whurCrXFJC8xA_Gzj9aoA,0,3 years ago,kendi dope i honestly think there was a seed but it wasnโ€t shown in the clip lol because fruits canโ€t be fruit without seed(s) . seedless mangoes have only existed due to science experiments and such :),肯迪·迪普（Kendi Dope）我诚实地认为有种子，但没有在剪辑中显示出来，因为没有种子，水果就不能成为水果。无籽芒果仅由于科学实验等而存在:)
31747,Ugy7-Dfs8DNV7vACXkt4AaABAg,0,4 years ago,"i wonder where she gets the camera cause yโ€all iโ€ve never seen someone having nature surrounding their habitat and having a high quality camera, not mentioning that she has a youtube channel. 

i totally applaud this woman (and also the life sheโ€s living and how she could literally survive in a deserted island lol)","我想知道她从哪里得到相机，因为你们所有人都从未见过有人在栖息地周围拥有大自然，并拥有高质量的相机，而不是提到她有YouTube频道。

我完全赞扬这个女人（以及她生活的生活以及她如何在一个荒岛中生存的方式）"
31721,Ugxkr2mv7IxPVBPk5HN4AaABAg,0,4 years ago,almost cried when the digimon music starts playing lol,当Digimon音乐开始播放大声笑时几乎哭了
31682,UgyA8C2ITYticE0pq954AaABAg,0,4 years ago,"i just broke up with my boyfriend last night and this is the first thing i watched in the morning..


damn, i need to go there liziqi! i need a time to move on and be productive rather than crying 
:(( hahaha i can help in whatever lol","昨晚我刚和男朋友分手，这是我早上看的第一件事。


该死的，我需要去那里liziqi！我需要一个时间继续前进并提高生产力而不是哭泣
：（（哈哈哈，我都可以帮助您大声笑"
31625,UgzwMHA-1gtI0UD5KJx4AaABAg.8w7Knm5dTO88wFT_rOKafx,0,3 years ago,dong han do it for yourself lol,Dong Han为自己做
31604,UgxsMrl53EpiyCUyY2R4AaABAg.8w7kyR9LRMo8wFTc6ISiN_,0,3 years ago,sparky she is teaching in the videos lol,Sparky她在视频中教书大声笑
31537,UgyZ2LEJVDkz8uO3wH14AaABAg.8w9BgwN9I0p8w9xTa5cDiL,0,4 years ago,"lol, worry not. that's beef.",大声笑，不用担心。那是牛肉。
31039,UgzF-bTIu0PQa86x5gB4AaABAg.8w_-YWVrkVC8xLjfgvGFKX,0,3 years ago,@kat c. i will stil dislike her anyway. what do you want now? sue me lol. i dislike her snd unsubscribed too.,@kat C.无论如何我都会不喜欢她。你现在想要什么？起诉我大声笑。我也不喜欢她的SND。
27571,UgzQPFInspH2p-nhyRR4AaABAg,0,3 years ago,only me? lol,只有我？哈哈
26952,Ugyrwk6LHOWj-GGq4hx4AaABAg,0,3 years ago,this song reminds me of kimetsu no yaiba lol,这首歌让我想起了kimetsu no yaiba大声笑
20850,UgythZERg_ZKFSXBm-N4AaABAg,0,3 years ago,her life is the ultimate harvest moon game lol ๐,她的生活是终极收获月球游戏大声笑
22675,UgyBT7lL44bJijTqXmd4AaABAg.92oYGg24oay99ve5HvSkD9,0,3 years ago,"me: oh, so those are chestnuts. iโ€m from the tropics. iโ€ve only seen chestnuts w/o shells. i do know 3 songs that mention chestnuts- lol.",我：哦，那是栗子。我来自热带地区。我只看过带贝壳的栗子。我确实知道有3首提及栗子的歌曲 - 大声笑。
23540,UgwrTvJI7cj9ru8jEZ14AaABAg.92JzZdPSB8g92kgPZYHQGq,0,3 years ago,damn right ! lol,太他妈正确了 ！哈哈
23497,UgwL3YnuJ_xk5SQofeZ4AaABAg.92L_XEZZoIy92UxzmLVMwz,0,3 years ago,maybe they are from another planet and canโ€t understand our own aesthetic lol,也许他们来自另一个星球，无法理解我们自己的美学大声笑
23316,UgzQjPF08eImU5qutyZ4AaABAg.92R0Qvpj9gR92XjDorEXLS,0,3 years ago,"go to sichuan, china, maybe u can find the food, lol",去中国四川，也许你可以找到食物，大声笑
23249,UgzVQPxmKVM3WZptSzp4AaABAg.92Tn4kS29VX92bdbBwJ1mT,0,3 years ago,lol,哈哈
23188,Ugy8DU6uW_2Zad-gdBB4AaABAg,0,3 years ago,"the second bgm is from digimon 1, right?... lol",第二个BGM来自Digimon 1，对吗？...大声笑
23092,UgyEGffCSCapYWhPlt14AaABAg.92ZOfZospFJ92qUz6HOswB,0,3 years ago,"ๆๆ first, i don't think north korea is part of korea and don't want to reunite with beggar. second, what you saying is ""now china is taking care of hongkong"" for what justification china interrupt other country's situation? that's so funny. and i know your country can't use youtube lol in the 21st century. not only youtube also google, fb, twitter, instagram soooooo funnnny country! have to use vpn for internet!!! great si!",李果首先，我不认为朝鲜是韩国的一部分，也不想与乞eg团聚。其次，您的意思是“现在中国正在照顾香港”，因为中国的合理性中断了其他国家的局势？那个好好笑。而且我知道您的国家在21世纪无法使用YouTube大声笑。不仅YouTube还Google，FB，Twitter，Instagram Soooooo Funnnny Country！必须将VPN用于互联网！！！伟大的SI！
22987,Ugy45AXnZkgG-hKyrWF4AaABAg,0,3 years ago,omg omg. how many actually ordered mcdonald after watching this???? lol...,OMG OMG。观看此消息后，有多少人实际订购了麦当劳？？？？哈哈...
22674,UgyBT7lL44bJijTqXmd4AaABAg.92oYGg24oay93NGbF_ZUu0,0,3 years ago,lol,哈哈
23864,Ugy1Tt_caMD5wwqfy954AaABAg,0,3 years ago,5:56 lol,5:56大声笑
22662,UgypxOD1qUaTUmfr05F4AaABAg,0,3 years ago,"the lamb behaves like a dog ! "" make some good friends who will affect you "" ๏ผlol ๏ผ",羔羊的举止像狗！ “结交一些会影响您的好朋友”，大声笑！
22418,UgzQWSy8OChHkuRM8vp4AaABAg,0,3 years ago,๐ฃ๐๐กohh please .. my god people ๐ shes not savage . shes just living a normal life....lol,哦，请..我的上帝人
22303,Ugzld2n5wbuyKV0zH7F4AaABAg,0,3 years ago (edited),"so guys, if you had a choice to be with either a kardashian or liziqi for the rest of your life which would it be ? i'm officially in love with liziqi..there i said it lol",所以，伙计们，如果您可以选择与Kardashian或Liziqi在一起，那将是什么？我正式爱上了liziqi ..我说了
22099,Ugz9AwT8Y6Zjlr3g2Dp4AaABAg,0,3 years ago,"this sh*t can never go viral in africa, itโ€s everyday life...lol",这个人永远不会在非洲传播，这是日常生活...大声笑
21326,Ugy_S4-kkAMjPNGe4SB4AaABAg.93kpryf5I-T93oIvudSF9X,0,3 years ago,"katiedoeswhatever iโ€m not sure about the name but i know those ingredients are butter, marshmallows, milk powder, cookies, dried strawberries or any fruit and nuts you like. i think itโ€s similar to peanut brittle but an improved version lol.",无论我不确定这个名字，katiedoes还是我知道这些成分是黄油，棉花糖，奶粉，饼干，干草莓或您喜欢的任何水果和坚果。我认为它类似于花生脆性，但改进的版本大声笑。
21055,Ugz5P4xPsdR6Z9czEyd4AaABAg.941vCdSLPgO9KQ42lhbulc,0,2 years ago,@gorillaknuckles3976 dumba$$ ...what makes u think so ..i m sure its not any cocaine ..but its ur low iq lol,@gorillaknuckles3976 dumba $$ ...什么让你这么想..我确定它不是可卡因..但是它的低iq
20905,Ugz2LFQjYA4zyAi8V0N4AaABAg.9478hz5JMLj951z1hfBo96,0,3 years ago,lol,哈哈
23546,UgwrTvJI7cj9ru8jEZ14AaABAg.92JzZdPSB8g92u_vjm8dRk,0,3 years ago,lol pretty much,大声笑
24060,Ugw4n8sur346iV9OQRZ4AaABAg.91cSdFKYEPn91mErUT8r6K,0,3 years ago,why is it so dramatic lol like it literally goes off like a bomb,为什么这么引人注目的大声笑就像它像炸弹一样脱落
26877,UgyHcE6yx9nwubGxnHp4AaABAg.8zcM0Zyn9Fs8zopRNXTBkW,0,3 years ago,lol wtf hahahaha,大声笑wtf哈哈哈哈
25647,Ugx9lb8B3rtMtybYACV4AaABAg.9-6KibuNBHZ9-AAts4VgDh,0,3 years ago,lolol ๐๐๐๐,大声笑
26766,Ugzq1AOuv8CS69QNwDR4AaABAg.8zhLjDPeaBp8zn1hM_ZEbG,0,3 years ago,"well, not exactly, they live in the rural land of china, that is almost free real estate lol",好吧，不完全是，他们住在中国农村地区，这几乎是免费的房地产大声笑
26645,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9MCDYv1VASz,0,2 years ago,haha lol same,哈哈大声笑
26636,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9LVQPQWKAic,0,2 years ago,lol,哈哈
26549,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9CQ69YxAQLg,0,2 years ago,"laugh to death, lol",笑死了，lol
25964,UgwxwBC9ckkGBzF-IPZ4AaABAg,0,3 years ago,"first of all she is naturally beautiful. she has a lot of skills. she is strong too lol she can carry heavy loads of fruits. she has two assistants yes but she directs most of her videos. i just love how she can just cook anything or do anything like make her dye her dress, embroided clothing or pillowcases. and how she handles things with care. people in her town said she is a very hardworking person. intelligent and has talent. she is just amazing. makes me wanna plant and make a beautiful garden. she inspires millions of people around the world. she is a real life amazing princess.",首先，她天生美丽。她有很多技能。她太坚强了，大声笑她可以携带大量的水果。她有两个助手是，但她指导了大多数视频。我只是喜欢她如何做任何东西或做任何事情，例如使她的衣服，绣花衣或枕套染色。以及她如何小心处理事情。她镇上的人说她是一个非常勤奋的人。聪明并且有才华。她真是太神奇了。让我想种植一个美丽的花园。她激发了世界各地数百万的人。她是一个现实生活中令人惊叹的公主。
25690,UgwUM8B8oPVC8OZORsJ4AaABAg,0,3 years ago,"i grew up eating everything she is making, but i had no idea that is how they were made lol",我长大了，吃了她所做的一切，但我不知道他们是如何制作的
25670,UgzsuyYqpWh-NROlzkF4AaABAg.9-6D8C6Q_lL90-RgJcUdpM,0,3 years ago,world oา“ ส€ึ…สษplay so what? does it have anything to do with liziqi and people whoโ€s curious to visit china? tired of your old same things blah blah blah lol,世界上玩的世界呢？它与利兹奇和好奇地访问中国的人有什么关系吗？厌倦了你的旧事物等等等等
25594,UgxlpeWuYB_qURM7ZFB4AaABAg,0,3 years ago,wish she gave a bit of it to the dogs as well lol,希望她也给狗也有一点
24613,UgxNA20EPqCaX-P0U4V4AaABAg,0,3 years ago,"theres always something soothing about these videos. the sounds, the colors, and if we had smell television the smells. ๐ the music. i even enjoy the sound the wood makes when they chop it and the fire sizzling. and when they scoop stuff out of a container. its all so relaxing, peaceful and beautiful. lol i love it. i wish i was there. ๐",这些视频总会有些舒缓。声音，颜色，如果我们闻到电视的气味。
25350,UgwJVpehKaKELcdYy8p4AaABAg.9-RhCpaDX1W90F5GYBPvjM,0,3 years ago,swiftkey flow christogram ksa swiftkey flowx mrnaks 1 1 swiftkey flow christogram flow jorya99 soo vs h66 christogram ksa h ccvvbgf568 mrnaks xx flow vvvvvvkkkuwi nohi hjklolmnbvqi182729 hjkbvcds6wwuw,SwiftKey Flow Christargram KSA SwiftKey Flowx mrnaks 1 1 SwiftKey Flow Christogram flow Jorya99 SOO VS H66基督图KSA H CCVVBGF568 mrnaks xx flow vvvvvvvvvvvvvvkkkkkkkkkkkuwi nohi nohi hjklolmnbvqqi182729
25196,Ugwi2MYPOuW39kfLh494AaABAg,0,3 years ago,can someone please explain to me the contradiction between this place feeling so rural yet the incredibly high production values. lolll,有人可以向我解释这个地方的感觉如此农村却是较高的生产价值之间的矛盾。拼字
24945,Ugz_HkU_BmNhtOG1_cV4AaABAg,0,3 years ago,wheres the seed in the mango lol,芒果中的种子在哪里大声笑
24896,UgwHxEQZJ1TMbrrekPZ4AaABAg.905qohjHkaM90iCux57oHo,0,3 years ago,"@fiolalynn1142 yes agree ! it is a show ! she cannot do all this work by herself ! she has everything at hand ... every fruits, vegetables ... too talented too much !!! still nice videos that make us dream... just dream lol",@fiolalynn1142是同意！这是一个节目！她不能独自完成所有这些工作！她手头上有一切...每个水果，蔬菜...太有才华了！！！仍然是让我们做梦的好视频...只是做梦大声笑
24895,UgwHxEQZJ1TMbrrekPZ4AaABAg.905qohjHkaM90EuSx2TF8E,0,3 years ago,yes. every item she walks outside to and gets.....staged lol. it's a show,是的。她走到外面的每个物品都在...上演大声笑。这是一个表演
24845,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-791zdbc1yeXM,0,3 years ago,same lolz,同样的哈哈
24698,UgzKibudpVxZc8H5zBR4AaABAg,0,3 years ago,u have enough snacks for a year lol,你有足够的小吃一年大声笑
28242,UgzduZutVIGcwkzgDxh4AaABAg.8ygTYueXh5C8zXJ5mXiZY3,0,3 years ago,lol๐,大声笑
